datetime,humidity,temperature,PC0_1,PC0_3,PC0_5,PC10,PC1_0,PC2_5,PC5_0,PM0_1,PM0_3,PM0_5,PM10,PM1_0,PM2_5,PM5_0
28-06-2026-00-00-23,64.8,29.9,34981.0,13992.0,3999.0,0.0,369.0,7.0,0.0,0.032012,0.377735,0.83522,1.211826,1.173155,1.199824,1.211826
28-06-2026-00-00-24,64.8,30.0,35043.0,14017.0,4054.0,0.0,372.0,7.0,0.0,0.032069,0.378407,0.842182,1.222181,1.183509,1.210178,1.222181
28-06-2026-00-00-25,64.8,30.0,35134.0,14053.0,4118.0,0.0,380.0,7.0,0.0,0.032152,0.379391,0.85042,1.236948,1.198276,1.224945,1.236948
28-06-2026-00-00-26,64.8,30.0,35198.0,14079.0,4166.0,0.0,388.0,9.0,0.0,0.03221,0.38008,0.856664,1.257451,1.211758,1.245449,1.257451
28-06-2026-00-00-27,64.8,30.0,35287.0,14114.0,4201.0,0.0,395.0,9.0,0.0,0.032292,0.381038,0.861657,1.269684,1.223991,1.257682,1.269684
28-06-2026-00-00-28,64.8,29.9,35359.0,14143.0,4220.0,0.0,402.0,9.0,0.0,0.032357,0.381813,0.864508,1.27845,1.232757,1.266447,1.27845
28-06-2026-00-00-29,64.8,29.9,35414.0,14165.0,4229.0,0.0,405.0,9.0,0.0,0.032408,0.382417,0.866239,1.276885,1.237751,1.271441,1.276885
28-06-2026-00-00-30,64.8,30.0,35515.0,14206.0,4268.0,0.0,408.0,9.0,0.0,0.032501,0.383505,0.871758,1.291321,1.245629,1.279319,1.291321
28-06-2026-00-00-31,64.8,30.0,35547.0,14218.0,4282.0,0.0,409.0,9.0,0.0,0.032529,0.383844,0.873669,1.292732,1.248121,1.281812,1.292732
28-06-2026-00-00-32,64.8,30.0,35469.0,14187.0,4251.0,0.0,405.0,9.0,0.0,0.032458,0.383007,0.869345,1.274548,1.240857,1.274548,1.274548
28-06-2026-00-00-33,64.8,30.0,35410.0,14164.0,4234.0,0.0,401.0,9.0,0.0,0.032405,0.382373,0.86676,1.267664,1.233974,1.267664,1.267664
28-06-2026-00-00-34,64.8,30.0,35566.0,14226.0,4338.0,0.0,402.0,9.0,0.0,0.032547,0.384057,0.880296,1.294527,1.248834,1.282525,1.294527
28-06-2026-00-00-35,64.8,30.0,35805.0,14322.0,4475.0,0.0,405.0,9.0,0.0,0.032766,0.386639,0.898612,1.321922,1.269671,1.303362,1.321922
28-06-2026-00-00-36,64.8,30.0,36013.0,14405.0,4584.0,0.0,406.0,9.0,0.0,0.032956,0.388879,0.913224,1.333749,1.285188,1.320664,1.333749
28-06-2026-00-00-37,64.8,30.0,36239.0,14495.0,4704.0,0.0,408.0,10.0,0.0,0.033163,0.391321,0.929396,1.352974,1.302815,1.340972,1.352974
28-06-2026-00-00-38,64.8,30.0,36377.0,14551.0,4758.0,0.0,406.0,10.0,0.0,0.033289,0.392813,0.937141,1.359394,1.309235,1.347392,1.359394
28-06-2026-00-00-39,64.8,30.0,36537.0,14615.0,4812.0,0.0,405.0,10.0,0.0,0.033436,0.394539,0.945032,1.359854,1.316252,1.354409,1.359854
28-06-2026-00-00-40,64.8,30.0,36759.0,14703.0,4882.0,0.0,406.0,10.0,0.0,0.033639,0.396933,0.955452,1.365864,1.327707,1.365864,1.365864
28-06-2026-00-00-41,64.8,30.0,36959.0,14783.0,4940.0,0.0,406.0,10.0,0.0,0.033822,0.399099,0.964202,1.374744,1.336587,1.374744,1.374744
28-06-2026-00-00-42,64.8,29.9,36969.0,14787.0,4898.0,0.0,399.0,10.0,0.0,0.033831,0.399207,0.959527,1.365286,1.324963,1.36312,1.365286
28-06-2026-00-00-43,64.8,29.9,36851.0,14740.0,4804.0,0.0,389.0,9.0,0.0,0.033723,0.397927,0.947534,1.347361,1.304245,1.339721,1.347361
28-06-2026-00-00-44,64.8,30.0,36723.0,14689.0,4722.0,0.0,383.0,9.0,0.0,0.033606,0.396547,0.936715,1.321655,1.287964,1.321655,1.321655
28-06-2026-00-00-45,64.8,30.0,36607.0,14642.0,4646.0,0.0,383.0,10.0,0.0,0.033499,0.395292,0.926734,1.341759,1.277401,1.315559,1.341759
28-06-2026-00-00-46,64.8,30.0,36544.0,14617.0,4616.0,0.0,385.0,12.0,1.0,0.033442,0.394616,0.922705,1.373049,1.275441,1.320616,1.373049
28-06-2026-00-00-47,64.8,30.0,36441.0,14576.0,4575.0,0.0,386.0,14.0,1.0,0.033348,0.393502,0.916898,1.373123,1.270378,1.321804,1.373123
28-06-2026-00-00-48,64.8,30.0,36277.0,14510.0,4516.0,0.0,385.0,15.0,1.0,0.033198,0.391729,0.908395,1.34946,1.260808,1.316701,1.34946
28-06-2026-00-00-49,64.8,30.0,36097.0,14439.0,4450.0,0.0,383.0,16.0,0.0,0.033033,0.38979,0.89887,1.336683,1.250249,1.310482,1.336683
28-06-2026-00-00-50,64.8,30.0,35905.0,14362.0,4367.0,0.0,381.0,17.0,0.0,0.032857,0.387712,0.887259,1.326929,1.236731,1.299646,1.326929
28-06-2026-00-00-51,64.8,30.0,35712.0,14284.0,4292.0,0.0,380.0,18.0,1.0,0.03268,0.385628,0.876607,1.329312,1.224593,1.291078,1.329312
28-06-2026-00-00-52,64.8,30.0,35509.0,14203.0,4221.0,0.0,375.0,19.0,1.0,0.032494,0.383433,0.866338,1.323066,1.210348,1.279388,1.323066
28-06-2026-00-00-53,64.8,30.0,35262.0,14105.0,4132.0,0.0,365.0,17.0,0.0,0.032269,0.380775,0.853501,1.283305,1.188042,1.252742,1.283305
28-06-2026-00-00-54,64.9,30.0,34968.0,13987.0,4023.0,0.0,353.0,15.0,0.0,0.032,0.377596,0.837824,1.239397,1.161119,1.218671,1.239397
28-06-2026-00-00-55,64.9,30.0,34681.0,13872.0,3933.0,0.0,342.0,14.0,0.0,0.031737,0.374497,0.824371,1.203315,1.137908,1.19023,1.203315
28-06-2026-00-00-56,64.8,30.0,34486.0,13794.0,3886.0,0.0,334.0,13.0,0.0,0.031558,0.372388,0.816915,1.185105,1.12305,1.170906,1.185105
28-06-2026-00-00-57,64.8,30.0,34353.0,13741.0,3876.0,0.0,328.0,12.0,0.0,0.031437,0.370961,0.814373,1.185058,1.115176,1.162136,1.185058
28-06-2026-00-00-58,64.9,30.0,34216.0,13686.0,3869.0,0.0,323.0,11.0,1.0,0.031312,0.369475,0.812124,1.1828,1.1085,1.151123,1.1828
28-06-2026-00-00-59,64.9,30.0,34070.0,13628.0,3855.0,0.0,318.0,11.0,0.0,0.031178,0.367901,0.808857,1.168887,1.100062,1.142686,1.168887
28-06-2026-00-01-00,64.9,30.0,34021.0,13608.0,3872.0,0.0,315.0,10.0,0.0,0.031133,0.36737,0.81031,1.158478,1.098703,1.137753,1.158478
28-06-2026-00-01-01,64.9,30.0,34083.0,13633.0,3933.0,0.0,315.0,11.0,0.0,0.03119,0.368037,0.817984,1.172521,1.106378,1.14632,1.172521
28-06-2026-00-01-02,64.9,30.0,34298.0,13719.0,4057.0,0.0,318.0,11.0,0.0,0.031387,0.370362,0.834431,1.194461,1.125636,1.16826,1.194461
28-06-2026-00-01-03,64.9,30.0,34611.0,13844.0,4217.0,0.0,325.0,12.0,0.0,0.031673,0.373741,0.856194,1.22498,1.153604,1.198779,1.22498
28-06-2026-00-01-04,64.8,30.0,34942.0,13976.0,4391.0,0.0,332.0,12.0,0.0,0.031976,0.377311,0.879605,1.257253,1.184092,1.231052,1.257253
28-06-2026-00-01-05,64.8,30.0,35234.0,14093.0,4528.0,0.0,338.0,13.0,0.0,0.032243,0.380465,0.898408,1.28407,1.208228,1.257869,1.28407
28-06-2026-00-01-06,64.8,30.0,35553.0,14221.0,4664.0,0.0,344.0,14.0,0.0,0.032535,0.38391,0.917392,1.302369,1.232382,1.283809,1.302369
28-06-2026-00-01-07,64.8,30.0,35882.0,14353.0,4795.0,0.0,350.0,14.0,0.0,0.032837,0.387471,0.936048,1.326648,1.256661,1.308088,1.326648
28-06-2026-00-01-08,64.8,30.0,36170.0,14468.0,4914.0,0.0,356.0,14.0,0.0,0.0331,0.390576,0.952698,1.348921,1.278934,1.330361,1.348921
28-06-2026-00-01-09,64.8,30.0,36401.0,14560.0,4999.0,0.0,367.0,14.0,0.0,0.033311,0.393068,0.964917,1.373452,1.300783,1.354891,1.373452
28-06-2026-00-01-10,64.8,30.0,36600.0,14640.0,5065.0,0.0,378.0,15.0,0.0,0.033494,0.395223,0.974593,1.395254,1.320801,1.376694,1.395254
28-06-2026-00-01-11,64.8,30.0,36730.0,14692.0,5079.0,0.0,385.0,14.0,0.0,0.033612,0.396621,0.977659,1.399812,1.330233,1.383448,1.399812
28-06-2026-00-01-12,64.8,30.0,36748.0,14699.0,5024.0,0.0,388.0,14.0,0.0,0.033629,0.396821,0.971561,1.390085,1.326656,1.378083,1.390085
28-06-2026-00-01-13,64.8,30.0,36765.0,14706.0,4980.0,0.0,390.0,13.0,0.0,0.033644,0.397001,0.966644,1.386796,1.32426,1.374794,1.386796
28-06-2026-00-01-14,64.8,29.9,36812.0,14724.0,4967.0,0.0,394.0,12.0,0.0,0.033687,0.397506,0.965703,1.385674,1.326712,1.373672,1.385674
28-06-2026-00-01-15,64.8,29.9,36921.0,14768.0,4982.0,0.0,399.0,12.0,0.0,0.033787,0.398682,0.968591,1.403909,1.334028,1.380988,1.403909
28-06-2026-00-01-16,64.9,29.9,37015.0,14806.0,4981.0,0.0,402.0,12.0,1.0,0.033873,0.399699,0.969475,1.440847,1.338176,1.385136,1.440847
28-06-2026-00-01-17,64.9,29.9,37081.0,14832.0,4966.0,0.0,402.0,12.0,1.0,0.033934,0.400418,0.96855,1.442879,1.336959,1.383919,1.442879
28-06-2026-00-01-18,64.9,30.0,37124.0,14849.0,4962.0,0.0,406.0,12.0,1.0,0.033973,0.400879,0.968498,1.443555,1.340883,1.387843,1.443555
28-06-2026-00-01-19,64.9,30.0,37191.0,14876.0,4987.0,0.0,412.0,13.0,1.0,0.034034,0.401599,0.972118,1.454514,1.349382,1.399916,1.454514
28-06-2026-00-01-20,64.9,29.9,37259.0,14903.0,5011.0,0.0,417.0,14.0,1.0,0.034096,0.402335,0.975541,1.446926,1.357265,1.408691,1.446926
28-06-2026-00-01-21,64.9,29.9,37256.0,14902.0,4989.0,0.0,419.0,14.0,0.0,0.034093,0.402299,0.973032,1.432708,1.357277,1.408703,1.432708
28-06-2026-00-01-22,64.9,29.9,37198.0,14879.0,4935.0,0.0,423.0,14.0,0.0,0.03404,0.401671,0.966188,1.424104,1.354117,1.405544,1.424104
28-06-2026-00-01-23,64.9,29.9,37058.0,14823.0,4850.0,0.0,426.0,13.0,0.0,0.033913,0.400168,0.954998,1.41365,1.345448,1.39509,1.41365
28-06-2026-00-01-24,64.8,30.0,36883.0,14753.0,4758.0,0.0,427.0,13.0,0.0,0.033752,0.398271,0.942615,1.404234,1.333646,1.382395,1.404234
28-06-2026-00-01-25,64.8,30.0,36765.0,14706.0,4715.0,0.0,427.0,14.0,1.0,0.033644,0.396999,0.936387,1.424703,1.328,1.382108,1.424703
28-06-2026-00-01-26,64.9,30.0,36628.0,14651.0,4652.0,0.0,422.0,16.0,1.0,0.033519,0.395519,0.92772,1.428614,1.314454,1.372902,1.428614
28-06-2026-00-01-27,64.9,30.0,36484.0,14593.0,4584.0,0.0,418.0,17.0,1.0,0.033387,0.393966,0.9184,1.420236,1.30161,1.364524,1.420236
28-06-2026-00-01-28,64.9,29.9,36349.0,14539.0,4531.0,0.0,415.0,18.0,1.0,0.033264,0.392509,0.910876,1.404264,1.290822,1.357307,1.404264
28-06-2026-00-01-29,64.9,29.9,36219.0,14487.0,4488.0,0.0,412.0,19.0,1.0,0.033144,0.391102,0.904557,1.383619,1.281821,1.350861,1.383619
28-06-2026-00-01-30,64.8,30.0,36096.0,14438.0,4452.0,0.0,407.0,20.0,0.0,0.033032,0.389774,0.899068,1.370881,1.272067,1.344681,1.370881
28-06-2026-00-01-31,64.8,30.0,35983.0,14393.0,4426.0,0.0,403.0,20.0,0.0,0.032928,0.388554,0.89492,1.364673,1.264073,1.338472,1.364673
28-06-2026-00-01-32,64.9,29.9,35934.0,14373.0,4446.0,0.0,400.0,21.0,0.0,0.032884,0.388032,0.896636,1.367733,1.263559,1.341532,1.367733
28-06-2026-00-01-33,64.9,29.9,35863.0,14345.0,4441.0,0.0,396.0,20.0,0.0,0.032819,0.387262,0.895235,1.349034,1.25786,1.330474,1.349034
28-06-2026-00-01-34,64.9,29.9,35709.0,14283.0,4387.0,0.0,388.0,18.0,0.0,0.032678,0.385597,0.887459,1.326299,1.242554,1.309935,1.326299
28-06-2026-00-01-35,64.9,29.9,35515.0,14206.0,4315.0,0.0,379.0,16.0,0.0,0.0325,0.383503,0.877177,1.297418,1.22429,1.285416,1.297418
28-06-2026-00-01-36,64.9,30.0,35350.0,14140.0,4266.0,0.0,374.0,15.0,0.0,0.03235,0.381724,0.869714,1.2809,1.212238,1.268898,1.2809
28-06-2026-00-01-37,64.9,30.0,35218.0,14087.0,4237.0,0.0,370.0,14.0,0.0,0.032228,0.380292,0.864946,1.270478,1.204368,1.258476,1.270478
28-06-2026-00-01-38,64.9,29.9,35060.0,14024.0,4196.0,0.0,368.0,14.0,0.0,0.032084,0.378589,0.858541,1.259001,1.195572,1.246999,1.259001
28-06-2026-00-01-39,64.9,29.9,34992.0,13996.0,4196.0,0.0,377.0,15.0,0.0,0.032022,0.377854,0.857843,1.280749,1.203017,1.25891,1.280749
28-06-2026-00-01-40,64.9,29.9,34972.0,13988.0,4204.0,0.0,392.0,16.0,1.0,0.032003,0.377637,0.858575,1.309877,1.217968,1.278201,1.309877
28-06-2026-00-01-41,64.9,29.9,34942.0,13976.0,4208.0,0.0,408.0,18.0,0.0,0.031976,0.377312,0.858686,1.32842,1.232266,1.297858,1.32842
28-06-2026-00-01-42,64.9,29.9,34970.0,13988.0,4247.0,0.0,428.0,19.0,0.0,0.032001,0.377615,0.863404,1.352495,1.255469,1.326294,1.352495
28-06-2026-00-01-43,64.9,29.9,35004.0,14001.0,4281.0,0.0,446.0,20.0,0.0,0.032033,0.377991,0.867763,1.374749,1.276536,1.351827,1.374749
28-06-2026-00-01-44,64.9,30.0,35083.0,14033.0,4323.0,0.0,463.0,22.0,0.0,0.032105,0.378842,0.873376,1.395721,1.297403,1.377161,1.395721
28-06-2026-00-01-45,64.9,30.0,35267.0,14106.0,4394.0,0.0,482.0,23.0,0.0,0.032273,0.380824,0.883465,1.428946,1.325395,1.410386,1.428946
28-06-2026-00-01-46,64.9,30.0,35514.0,14205.0,4476.0,0.0,501.0,24.0,0.0,0.0325,0.383494,0.89558,1.460741,1.354509,1.442181,1.460741
28-06-2026-00-01-47,64.9,30.0,35713.0,14285.0,4530.0,0.0,507.0,23.0,0.0,0.032682,0.385643,0.903832,1.470793,1.368545,1.454429,1.470793
28-06-2026-00-01-48,64.8,30.0,35843.0,14337.0,4546.0,0.0,506.0,22.0,0.0,0.0328,0.387043,0.907087,1.464624,1.370313,1.452622,1.464624
28-06-2026-00-01-49,64.8,30.0,35949.0,14379.0,4547.0,0.0,503.0,21.0,0.0,0.032897,0.388186,0.90831,1.457808,1.368725,1.445806,1.457808
28-06-2026-00-01-50,64.9,30.0,36054.0,14421.0,4556.0,0.0,499.0,20.0,0.0,0.032993,0.38932,0.910498,1.452867,1.367358,1.440864,1.452867
28-06-2026-00-01-51,64.9,30.0,36164.0,14465.0,4572.0,0.0,497.0,19.0,0.0,0.033095,0.390516,0.913541,1.450397,1.368462,1.438395,1.450397
28-06-2026-00-01-52,64.8,30.0,36213.0,14485.0,4563.0,0.0,492.0,18.0,0.0,0.033139,0.39104,0.913034,1.441886,1.363398,1.429883,1.441886
28-06-2026-00-01-53,64.8,30.0,36302.0,14520.0,4595.0,0.0,488.0,17.0,0.0,0.03322,0.391999,0.917649,1.440849,1.36504,1.428847,1.440849
28-06-2026-00-01-54,64.9,29.9,36413.0,14565.0,4650.0,0.0,486.0,16.0,0.0,0.033322,0.393196,0.92516,1.442427,1.370192,1.430425,1.442427
28-06-2026-00-01-55,64.9,29.9,36455.0,14582.0,4664.0,0.0,482.0,15.0,0.0,0.03336,0.393649,0.927139,1.438171,1.368617,1.426169,1.438171
28-06-2026-00-01-56,64.8,30.0,36441.0,14576.0,4648.0,0.0,476.0,15.0,0.0,0.033348,0.3935,0.925173,1.423507,1.360865,1.415866,1.423507
28-06-2026-00-01-57,64.8,30.0,36400.0,14560.0,4622.0,0.0,468.0,14.0,0.0,0.033311,0.393063,0.92177,1.401812,1.350386,1.401812,1.401812
28-06-2026-00-01-58,64.8,29.9,36339.0,14535.0,4572.0,0.0,458.0,13.0,0.0,0.033254,0.392397,0.91543,1.382724,1.334867,1.382724,1.382724
28-06-2026-00-01-59,64.8,29.9,36294.0,14517.0,4529.0,0.0,448.0,12.0,0.0,0.033213,0.391916,0.910016,1.367688,1.320728,1.367688,1.367688
28-06-2026-00-02-00,64.9,30.0,36320.0,14528.0,4519.0,0.0,445.0,11.0,0.0,0.033237,0.392197,0.909126,1.359488,1.316865,1.359488,1.359488
28-06-2026-00-02-01,64.9,30.0,36239.0,14495.0,4454.0,0.0,439.0,11.0,0.0,0.033163,0.39132,0.900792,1.357987,1.303361,1.345984,1.357987
28-06-2026-00-02-02,64.8,30.0,36077.0,14431.0,4368.0,0.0,431.0,10.0,0.0,0.033015,0.389576,0.889229,1.334426,1.284267,1.322424,1.334426
28-06-2026-00-02-03,64.8,30.0,35933.0,14373.0,4305.0,0.0,424.0,10.0,0.0,0.032883,0.388014,0.880508,1.319178,1.269019,1.307176,1.319178
28-06-2026-00-02-04,64.9,30.0,35896.0,14358.0,4315.0,0.0,422.0,10.0,0.0,0.032849,0.387614,0.8812,1.318416,1.268256,1.306413,1.318416
28-06-2026-00-02-05,64.9,30.0,36021.0,14408.0,4438.0,0.0,428.0,10.0,0.0,0.032963,0.388962,0.896633,1.344786,1.289151,1.327308,1.344786
28-06-2026-00-02-06,64.9,30.0,36210.0,14484.0,4610.0,0.0,437.0,11.0,0.0,0.033137,0.391012,0.918375,1.383714,1.318875,1.35971,1.383714
28-06-2026-00-02-07,64.9,30.0,36443.0,14577.0,4796.0,0.0,446.0,11.0,0.0,0.03335,0.393528,0.942174,1.41591,1.350365,1.392989,1.41591
28-06-2026-00-02-08,64.9,30.0,36587.0,14634.0,4921.0,0.0,447.0,11.0,0.0,0.033481,0.395078,0.958052,1.432193,1.36773,1.410354,1.432193
28-06-2026-00-02-09,64.9,30.0,36737.0,14694.0,5042.0,0.0,449.0,12.0,1.0,0.033618,0.396695,0.973504,1.487921,1.38525,1.43221,1.487921
28-06-2026-00-02-10,64.9,29.9,36932.0,14772.0,5151.0,0.0,453.0,13.0,2.0,0.033797,0.398804,0.988082,1.517036,1.402769,1.451518,1.517036
28-06-2026-00-02-11,64.9,29.9,37151.0,14860.0,5255.0,0.0,456.0,14.0,2.0,0.033997,0.401164,1.00231,1.535202,1.420423,1.471849,1.535202
28-06-2026-00-02-12,64.9,29.9,37273.0,14909.0,5286.0,0.0,456.0,14.0,1.0,0.034109,0.402482,1.007166,1.53413,1.424827,1.476253,1.53413
28-06-2026-00-02-13,64.9,29.9,37309.0,14923.0,5235.0,0.0,450.0,14.0,1.0,0.034142,0.402878,1.00177,1.51967,1.413646,1.465072,1.51967
28-06-2026-00-02-14,64.9,29.9,37354.0,14941.0,5164.0,0.0,442.0,13.0,1.0,0.034184,0.403365,0.994134,1.50219,1.399223,1.449757,1.50219
28-06-2026-00-02-15,64.9,29.9,37345.0,14938.0,5066.0,0.0,435.0,12.0,1.0,0.034175,0.403259,0.982806,1.473782,1.380947,1.427907,1.473782
28-06-2026-00-02-16,64.9,30.0,37363.0,14945.0,5002.0,0.0,430.0,12.0,1.0,0.034192,0.403459,0.975655,1.452657,1.369659,1.416619,1.452657
28-06-2026-00-02-17,64.9,30.0,37300.0,14920.0,4900.0,0.0,422.0,12.0,0.0,0.034134,0.402775,0.963273,1.422335,1.349877,1.395052,1.422335
28-06-2026-00-02-18,64.9,30.0,37162.0,14865.0,4781.0,0.0,412.0,11.0,0.0,0.034008,0.401291,0.948228,1.387129,1.325945,1.368569,1.387129
28-06-2026-00-02-19,64.9,30.0,37053.0,14821.0,4694.0,0.0,405.0,12.0,0.0,0.033908,0.400107,0.93712,1.380036,1.30847,1.352753,1.380036
28-06-2026-00-02-20,64.9,30.0,37031.0,14812.0,4668.0,0.0,405.0,14.0,1.0,0.033888,0.399877,0.933864,1.411771,1.304633,1.35606,1.411771
28-06-2026-00-02-21,64.9,30.0,37001.0,14800.0,4660.0,0.0,409.0,16.0,1.0,0.033861,0.399553,0.932583,1.425017,1.306907,1.36714,1.425017
28-06-2026-00-02-22,64.9,30.0,36884.0,14753.0,4615.0,0.0,410.0,18.0,1.0,0.033753,0.398281,0.926262,1.422994,1.301911,1.368396,1.422994
28-06-2026-00-02-23,64.9,30.0,36769.0,14707.0,4584.0,0.0,412.0,20.0,1.0,0.033648,0.397049,0.921475,1.413819,1.29861,1.371223,1.413819
28-06-2026-00-02-24,64.9,29.9,36655.0,14662.0,4545.0,0.0,411.0,21.0,1.0,0.033543,0.39581,0.915793,1.401102,1.292346,1.369426,1.401102
28-06-2026-00-02-25,64.9,29.9,36561.0,14624.0,4517.0,0.0,410.0,22.0,0.0,0.033458,0.394799,0.911497,1.389195,1.287598,1.367356,1.389195
28-06-2026-00-02-26,64.9,29.9,36491.0,14596.0,4501.0,0.0,412.0,23.0,0.0,0.033393,0.394038,0.908984,1.388336,1.286571,1.369776,1.388336
28-06-2026-00-02-27,64.9,29.9,36446.0,14578.0,4502.0,0.0,417.0,23.0,0.0,0.033353,0.393559,0.908512,1.395803,1.290979,1.375077,1.395803
28-06-2026-00-02-28,64.8,29.9,36425.0,14570.0,4500.0,0.0,420.0,22.0,0.0,0.033333,0.393331,0.908114,1.398448,1.292489,1.372247,1.398448
28-06-2026-00-02-29,64.8,29.9,36409.0,14563.0,4478.0,0.0,418.0,20.0,0.0,0.033319,0.393158,0.905434,1.389083,1.288483,1.362882,1.389083
28-06-2026-00-02-30,64.8,30.0,36428.0,14571.0,4470.0,0.0,418.0,19.0,0.0,0.033336,0.393357,0.904728,1.376108,1.287615,1.357548,1.376108
28-06-2026-00-02-31,64.8,30.0,36587.0,14635.0,4524.0,0.0,421.0,19.0,0.0,0.033482,0.39508,0.912586,1.389617,1.298738,1.367778,1.389617
28-06-2026-00-02-32,64.8,29.9,36779.0,14711.0,4587.0,0.0,426.0,19.0,0.0,0.033657,0.397149,0.921894,1.404434,1.312473,1.381512,1.404434
28-06-2026-00-02-33,64.8,29.9,36950.0,14780.0,4636.0,0.0,430.0,19.0,0.0,0.033813,0.398994,0.929362,1.4089,1.323496,1.392536,1.4089
28-06-2026-00-02-34,64.9,29.9,37119.0,14847.0,4678.0,0.0,432.0,18.0,0.0,0.033968,0.400825,0.935911,1.411076,1.331693,1.399074,1.411076
28-06-2026-00-02-35,64.9,29.9,37233.0,14893.0,4684.0,0.0,429.0,17.0,0.0,0.034072,0.40205,0.937839,1.407188,1.330486,1.395185,1.407188
28-06-2026-00-02-36,64.9,29.9,37224.0,14889.0,4639.0,0.0,421.0,16.0,0.0,0.034064,0.401957,0.932636,1.385358,1.318788,1.379914,1.385358
28-06-2026-00-02-37,64.9,29.9,37179.0,14871.0,4584.0,0.0,413.0,15.0,0.0,0.034023,0.401471,0.925824,1.361235,1.304576,1.361235,1.361235
